date,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
2015-03-30T00:00:00,29.0,0.0,0.0,0.0,163.0,194.0,133.0,270.0,250.0,72.0,94.0,1.0,,,1.0
2015-03-31T00:00:00,21.0,0.0,0.0,0.0,152.0,189.0,128.0,260.0,270.0,72.0,89.0,1.0,,,1.0
2015-04-01T00:00:00,37.0,0.0,0.0,0.0,162.0,200.0,128.0,270.0,280.0,94.0,112.0,,,,
2015-04-02T00:00:00,32.0,0.0,0.0,0.0,161.0,211.0,117.0,250.0,260.0,81.0,107.0,,,,
2015-04-03T00:00:00,33.0,0.0,0.0,0.0,184.0,283.0,128.0,280.0,280.0,89.0,112.0,,,,1.0
2015-04-04T00:00:00,30.0,0.0,0.0,0.0,204.0,256.0,144.0,270.0,270.0,67.0,81.0,,,,1.0
2015-04-05T00:00:00,51.0,0.0,0.0,0.0,164.0,200.0,122.0,270.0,260.0,116.0,139.0,,,,
2015-04-06T00:00:00,43.0,0.0,0.0,0.0,147.0,172.0,122.0,250.0,230.0,76.0,89.0,,,,
2015-04-07T00:00:00,36.0,25.0,0.0,0.0,137.0,183.0,100.0,230.0,230.0,94.0,107.0,1.0,,,
2015-04-08T00:00:00,49.0,0.0,0.0,0.0,137.0,183.0,89.0,260.0,260.0,116.0,139.0,,,,
2015-04-09T00:00:00,28.0,0.0,0.0,0.0,155.0,206.0,111.0,270.0,240.0,81.0,94.0,,,,
2015-04-10T00:00:00,35.0,0.0,0.0,0.0,149.0,183.0,106.0,270.0,250.0,76.0,98.0,,,,
2015-04-11T00:00:00,29.0,0.0,0.0,0.0,151.0,200.0,117.0,270.0,270.0,76.0,94.0,,,,
2015-04-12T00:00:00,33.0,0.0,0.0,0.0,161.0,211.0,122.0,260.0,250.0,67.0,89.0,,,,
2015-04-13T00:00:00,31.0,0.0,0.0,0.0,166.0,189.0,139.0,250.0,270.0,76.0,94.0,1.0,,,1.0
2015-04-14T00:00:00,37.0,0.0,0.0,0.0,158.0,189.0,133.0,270.0,260.0,103.0,112.0,1.0,,,1.0
2015-04-15T00:00:00,34.0,0.0,0.0,0.0,176.0,239.0,133.0,260.0,260.0,98.0,112.0,,,,
2015-04-16T00:00:00,34.0,0.0,0.0,0.0,186.0,250.0,133.0,270.0,240.0,81.0,103.0,,,,
2015-04-17T00:00:00,44.0,0.0,0.0,0.0,187.0,233.0,133.0,250.0,240.0,116.0,148.0,,,,
2015-04-18T00:00:00,33.0,0.0,0.0,0.0,177.0,222.0,128.0,260.0,260.0,67.0,81.0,,,,
2015-04-19T00:00:00,36.0,0.0,0.0,0.0,156.0,183.0,133.0,260.0,270.0,89.0,103.0,1.0,,,
2015-04-20T00:00:00,32.0,0.0,0.0,0.0,151.0,178.0,133.0,260.0,250.0,81.0,116.0,,,,
2015-04-21T00:00:00,34.0,0.0,0.0,0.0,154.0,183.0,139.0,270.0,300.0,72.0,98.0,,,,
2015-04-22T00:00:00,32.0,0.0,0.0,0.0,153.0,183.0,122.0,260.0,260.0,72.0,98.0,,,,
2015-04-23T00:00:00,41.0,0.0,0.0,0.0,154.0,189.0,133.0,250.0,260.0,89.0,103.0,,,,
2015-04-24T00:00:00,30.0,0.0,0.0,0.0,151.0,178.0,139.0,260.0,280.0,63.0,89.0,,,,
2015-04-25T00:00:00,54.0,3.0,0.0,0.0,150.0,172.0,133.0,270.0,270.0,139.0,157.0,1.0,,,1.0
2015-04-26T00:00:00,45.0,0.0,0.0,0.0,156.0,211.0,106.0,270.0,270.0,107.0,130.0,,,,
2015-04-27T00:00:00,37.0,0.0,0.0,0.0,180.0,244.0,128.0,260.0,280.0,89.0,103.0,,,,
2015-04-28T00:00:00,33.0,0.0,0.0,0.0,199.0,267.0,133.0,260.0,260.0,81.0,98.0,,,,
2015-04-29T00:00:00,33.0,0.0,0.0,0.0,191.0,244.0,150.0,260.0,260.0,76.0,89.0,1.0,,,
2015-04-30T00:00:00,34.0,0.0,0.0,0.0,188.0,228.0,150.0,270.0,270.0,72.0,81.0,1.0,,,1.0
2015-05-01T00:00:00,40.0,0.0,0.0,0.0,162.0,222.0,128.0,260.0,260.0,89.0,98.0,1.0,1.0,,
2015-05-02T00:00:00,37.0,0.0,0.0,0.0,169.0,200.0,139.0,250.0,220.0,98.0,116.0,1.0,,,1.0
